policy,step,time_start_s,time_end_s,time_end_h,requested_active_cfl_cap,solver_timestep_limiter,legacy_size_cfl,raw_face_cfl_reported_by_solver,cumulative_number_dissolution_m3,cumulative_beta_volume_dissolution,cumulative_mol_B_returned_mol_m3,dt_s,global_max_cfl,global_face_index,global_face_velocity_m_s,active_M0_cfl,active_M3_cfl,population_active_cfl,lower_tail_active_cfl,boundary_candidate_cfl,boundary_active_cfl,boundary_active,boundary_flux_always_executed,M0_support_low_cell,M0_support_high_cell,M0_support_low_radius_m,M0_support_high_radius_m,M3_support_low_cell,M3_support_high_cell,M3_support_low_radius_m,M3_support_high_radius_m,lower_tail_low_cell,lower_tail_high_cell,lower_tail_low_radius_m,lower_tail_high_radius_m,first_cell_M0_fraction,first_cell_M3_fraction,lower_boundary_radius_m,lower_boundary_velocity_m_s,active_definition,lower_tail_definition,boundary_active_definition,M0_covered_fraction,M3_covered_fraction,lower_tail_M0_fraction
current_implicit_policy,63,109.15209960461763,110.76450900208923,0.03076791916724701,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3981801959107154e+19,45023202182.54469,1.9882095395120627e-17,4.848227314765206e-13,1.6124093974715934,2.3981801959107154e+19,0,-11767911.913346637,0.9646176636220919,0.6546475755110156,0.9646176636220919,2.0590935692714574,2.3981801959107154e+19,0.0,False,True,1317,2191,4.280339291513283e-09,1.851008453663491e-08,1371,2225,4.685157275399896e-09,1.9593807323598622e-08,1209,1331,3.5726151773094508e-09,4.389144272477778e-09,3.6795875541268333e-32,4.450740999891509e-36,4.724027182871601e-10,-11767911.913346637,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990031060001,0.9999990010665827,1.0218501195155846e-06
current_implicit_policy,64,110.76450900208923,112.37614879280454,0.03121559688689015,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3970370270450962e+19,52747083305.58862,2.3292935447907192e-17,5.679956947964398e-13,1.611639790715309,2.3970370270450962e+19,0,-11767919.219067631,0.9712533739613471,0.6641855254850076,0.9712533739613471,2.0865122781300793,2.3970370270450962e+19,0.0,False,True,1316,2191,4.273182276178716e-09,1.851008453663491e-08,1369,2224,4.669502577714417e-09,1.9561045159217028e-08,1207,1330,3.560677859678516e-09,4.381805327893167e-09,4.2585247828133634e-32,5.15087950182299e-36,4.724027182871601e-10,-11767919.219067631,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990025164888,0.9999990046789238,1.0176512155800666e-06
current_implicit_policy,65,112.37614879280454,113.98702809596007,0.03166306335998891,UNBOUNDED,legacy_active_cell_cfl,0.35,2.395907403774587e+19,61638618025.78423,2.721940742116222e-17,6.637422863557323e-13,1.6108793031555215,2.395907403774587e+19,0,-11767926.445079057,0.9710572125942054,0.6592623311625456,0.9710572125942054,2.1142830275403424,2.395907403774587e+19,0.0,False,True,1316,2192,4.273182276178716e-09,1.8541086480926247e-08,1370,2226,4.677323377154638e-09,1.9626624360273907e-08,1205,1329,3.548780428669887e-09,4.374478654517765e-09,4.916398121041513e-32,5.94645867922848e-36,4.724027182871601e-10,-11767926.445079057,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990049012298,0.9999990233016847,1.0137415083235712e-06
current_implicit_policy,66,113.98702809596007,115.59715590980689,0.03211032108605747,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3947911464476553e+19,71850532767.40202,3.1728954792681675e-17,7.737071080173055e-13,1.6101278138468151,2.3947911464476553e+19,0,-11767933.592296012,0.984651942290572,0.6591710027109251,0.984651942290572,2.1424104562339825,2.3947911464476553e+19,0.0,False,True,1314,2191,4.258904126533715e-09,1.851008453663491e-08,1370,2226,4.677323377154638e-09,1.9626624360273907e-08,1203,1328,3.536922751008846e-09,4.367164231833284e-09,5.662300382426813e-32,6.848469640732829e-36,4.724027182871601e-10,-11767933.592296012,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990008857413,0.9999990081380267,1.010115948947139e-06
current_implicit_policy,67,115.59715590980689,117.19388920770174,0.03255385811325048,UNBOUNDED,legacy_active_cell_cfl,0.35,2.374870509807479e+19,83447271674.21165,3.685003588066537e-17,8.985841127719617e-13,1.5967332978948583,2.374870509807479e+19,0,-11767940.66162137,0.9767166278754348,0.6683590547190242,0.9767166278754348,2.1684100135151874,2.374870509807479e+19,0.0,False,True,1314,2192,4.258904126533715e-09,1.8541086480926247e-08,1367,2224,4.6539001876773724e-09,1.9561045159217028e-08,1200,1327,3.5192104816010957e-09,4.359862039355745e-09,6.506175022100997e-32,7.868931379506763e-36,4.724027182871601e-10,-11767940.66162137,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990033320393,0.999999007580775,1.0070835541710186e-06
current_implicit_policy,68,117.19388920770174,118.78990341751043,0.0329971953937529,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3738023873837224e+19,96692373000.1267,4.269902829600223e-17,1.041211155990203e-12,1.5960142098086838,2.3738023873837224e+19,0,-11767947.598983075,0.9834304331685686,0.6585998496943186,0.9834304331685686,2.1972327469512978,2.3738023873837224e+19,0.0,False,True,1313,2192,4.251782952237442e-09,1.8541086480926247e-08,1369,2226,4.669502577714417e-09,1.9626624360273907e-08,1198,1326,3.50745160715086e-09,4.352572056635419e-09,7.450443925690451e-32,9.010766812864176e-36,4.724027182871601e-10,-11767947.598983075,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990025067956,0.9999990026687684,1.0037201849212216e-06
current_implicit_policy,69,118.78990341751043,120.3852069415022,0.03344033526152839,UNBOUNDED,legacy_active_cell_cfl,0.35,2.372746745561969e+19,111788318825.32619,4.9365347447609616e-17,1.2037686226830603e-12,1.5953035239917712,2.372746745561969e+19,0,-11767954.46142925,0.9901870600457915,0.6730588866583019,0.9901870600457915,2.226426078925202,2.372746745561969e+19,0.0,False,True,1312,2192,4.244673685023801e-09,1.8541086480926247e-08,1366,2224,4.646118553386186e-09,1.9561045159217028e-08,1196,1325,3.4957320230838114e-09,4.345294263256769e-09,8.513280213962219e-32,1.029594528356191e-35,4.724027182871601e-10,-11767954.46142925,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990015285797,0.9999990020021873,1.0006292298281207e-06
current_implicit_policy,70,120.3852069415022,121.97980807279318,0.03388328002022033,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3717034222078013e+19,128958508970.9558,5.694764594880595e-17,1.388662146085151e-12,1.5946011312909694,2.3717034222078013e+19,0,-11767961.249806643,1.0040210866467212,0.6680896567247727,1.0040210866467212,2.255994899579931,2.3717034222078013e+19,0.0,False,True,1311,2192,4.237576304983349e-09,1.8541086480926247e-08,1367,2226,4.6539001876773724e-09,1.9626624360273907e-08,1194,1324,3.4840515981174683e-09,4.3380286388383984e-09,9.70722615744673e-32,1.1739625797229505e-35,4.724027182871601e-10,-11767961.249806643,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990003983238,0.9999990217073369,9.978063516324046e-07
current_implicit_policy,71,121.97980807279318,123.56121224910042,0.03432255895808345,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3520764932733022e+19,148275891490.37247,6.547813741580295e-17,1.596677251720426e-12,1.5814041763072442,2.3520764932733022e+19,0,-11767967.96495098,0.9820473067998434,0.6627620772925132,0.9820473067998434,2.2833245490590777,2.3520764932733022e+19,0.0,False,True,1312,2194,4.244673685023801e-09,1.8603246228948337e-08,1367,2226,4.6539001876773724e-09,1.9626624360273907e-08,1191,1323,3.4666040978805015e-09,4.330775163032984e-09,1.1045895494885932e-31,1.3358261927995776e-35,4.724027182871601e-10,-11767967.96495098,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990003616865,0.9999990067664766,9.95544117437274e-07
current_implicit_policy,72,123.56121224910042,125.14194406335847,0.034761651128710686,UNBOUNDED,legacy_active_cell_cfl,0.35,2.351077782929759e+19,170139094646.7702,7.51328547554534e-17,1.832106482856285e-12,1.5807318142580447,2.351077782929759e+19,0,-11767974.555587484,1.0313346696678556,0.6772875002325132,1.0313346696678556,2.3136256263123407,2.351077782929759e+19,0.0,False,True,1306,2190,4.202267017875585e-09,1.847913442968066e-08,1364,2224,4.630594297296416e-09,1.9561045159217028e-08,1189,1322,3.455020999180164e-09,4.323533815527228e-09,1.2530922493746654e-31,1.5153821750200222e-35,4.724027182871601e-10,-11767974.555587484,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990070017184,0.999999004577891,9.92960237588558e-07
current_implicit_policy,73,125.14194406335847,126.72201126640121,0.03520055868511145,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3500905854876238e+19,194837573184.39233,8.603962021403562e-17,2.098066771051126e-12,1.5800672030427405,2.3500905854876238e+19,0,-11767981.075761037,1.0311417886449192,0.6625949254611749,1.0311417886449192,2.3443168725844297,2.3500905854876238e+19,0.0,False,True,1306,2191,4.202267017875585e-09,1.851008453663491e-08,1367,2227,4.6539001876773724e-09,1.9659496361146728e-08,1187,1321,3.4434766035366834e-09,4.316304576041797e-09,1.418838610976374e-31,1.7157829230348976e-35,4.724027182871601e-10,-11767981.075761037,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.999999012874576,0.9999990025398714,9.90634270316725e-07
current_implicit_policy,74,126.7220112664012,128.30142151037847,0.03563928375288291,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3491147543639806e+19,222688377281.1124,9.833844208895958e-17,2.3979722033933915e-12,1.5794102439772748,2.3491147543639806e+19,0,-11767987.526256045,1.0309511284007702,0.6771139921774137,1.0309511284007702,2.391411254772227,2.3491147543639806e+19,0.0,False,True,1306,2192,4.202267017875585e-09,1.8541086480926247e-08,1364,2225,4.630594297296416e-09,1.9593807323598622e-08,1184,1321,3.4262322955337086e-09,4.316304576041797e-09,1.6035104843883326e-31,1.9390609626007754e-35,4.724027182871601e-10,-11767987.526256045,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990165072635,0.9999990060882402,1.0273209544652774e-06
current_implicit_policy,75,128.30142151037847,129.86782469572236,0.036074395748811765,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3297701426381414e+19,253762661739.64194,1.1206074210295384e-16,2.732588995170666e-12,1.5664031853438736,2.3297701426381414e+19,0,-11767993.907846916,1.0371196849917634,0.6815440125261018,1.0371196849917634,2.4041357345935106,2.3297701426381414e+19,0.0,False,True,1304,2191,4.188225820133106e-09,1.851008453663491e-08,1362,2224,4.6151219130055195e-09,1.9561045159217028e-08,1182,1320,3.4147840927020912e-09,4.3090874243312676e-09,1.808921462114444e-31,2.1874079753579611e-35,4.724027182871601e-10,-11767993.907846916,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990091397101,0.9999990068311005,1.0251669617115262e-06
current_implicit_policy,76,129.86782469572236,131.43359878336702,0.03650933299537973,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3288357016871637e+19,288647915877.58075,1.2746595357239543e-16,3.108243399556084e-12,1.5657740876446569,2.3288357016871637e+19,0,-11768000.171887113,1.0369338906957848,0.6765375112623264,1.0369338906957848,2.4523899696753335,2.3288357016871637e+19,0.0,False,True,1304,2192,4.188225820133106e-09,1.8541086480926247e-08,1363,2225,4.622851632022283e-09,1.9593807323598622e-08,1179,1319,3.397683471603712e-09,4.301882340184066e-09,2.035046173489551e-31,2.4607922152863053e-35,4.724027182871601e-10,-11768000.171887113,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990129423578,0.9999990004213553,1.0232587573388706e-06
current_implicit_policy,77,131.43359878336702,132.998750931239,0.03694409748089972,UNBOUNDED,legacy_active_cell_cfl,0.35,2.327911892883899e+19,327746653080.6655,1.447318250612489e-16,3.5292697959289158e-12,1.5651521478719599,2.327911892883899e+19,0,-11768006.369604459,1.022333405926096,0.6863292155443768,1.022333405926096,2.4848678461921745,2.327911892883899e+19,0.0,False,True,1306,2195,4.202267017875585e-09,1.8634404206756944e-08,1361,2224,4.607405118599112e-09,1.9561045159217028e-08,1177,1318,3.3863306600645592e-09,4.2946893034224134e-09,2.2855422106015456e-31,2.7636345923465106e-35,4.724027182871601e-10,-11768006.369604459,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990149746675,0.999999001145435,1.0213320256300683e-06
current_implicit_policy,78,132.998750931239,134.56328820791072,0.03737869116886409,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3269985835047973e+19,371496926481.13354,1.6405179936658494e-16,4.0003852658339625e-12,1.564537276671736,2.3269985835047973e+19,0,-11768012.50172627,1.0365686176638547,0.6714868642033376,1.0365686176638547,2.534692073195793,2.3269985835047973e+19,0.0,False,True,1304,2194,4.188225820133106e-09,1.8603246228948337e-08,1364,2227,4.630594297296416e-09,1.9659496361146728e-08,1174,1317,3.3693725286104075e-09,4.2875082939022715e-09,2.5626092978367306e-31,3.098593222918057e-35,4.724027182871601e-10,-11768012.50172627,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990140963895,0.9999990013611552,1.0199248206632128e-06
current_implicit_policy,79,134.56328820791072,136.11500120675774,0.03780972255743271,UNBOUNDED,legacy_active_cell_cfl,0.35,2.3079257143973413e+19,419949142405.7099,1.8544813575357987e-16,4.522132599028991e-12,1.5517129988470322,2.3079257143973413e+19,0,-11768018.568970911,1.0574494892464668,0.6758908496551695,1.0574494892464668,2.548168349347032,2.3079257143973413e+19,0.0,False,True,1300,2191,4.1602840170800886e-09,1.851008453663491e-08,1362,2226,4.6151219130055195e-09,1.9626624360273907e-08,1172,1316,3.358114313522921e-09,4.280339291513283e-09,2.8686057068484574e-31,3.468517741698892e-35,4.724027182871601e-10,-11768018.568970911,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990007306682,0.9999990083510554,1.0185013634524152e-06
current_implicit_policy,80,136.11500120675774,137.66612520779933,0.03824059033549981,UNBOUNDED,legacy_active_cell_cfl,0.35,2.307050841734633e+19,473949356806.8133,2.0929444969914702e-16,5.103622368239826e-12,1.5511240010415923,2.307050841734633e+19,0,-11768024.525163172,1.0572683813119887,0.6906411798410979,1.0572683813119887,2.599222514841029,2.307050841734633e+19,0.0,False,True,1300,2192,4.1602840170800886e-09,1.8541086480926247e-08,1359,2224,4.592010217210227e-09,1.9561045159217028e-08,1169,1315,3.3412974844287105e-09,4.273182276178716e-09,3.2031555092750196e-31,3.8729522791291595e-35,4.724027182871601e-10,-11768024.525163172,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990046583751,0.9999990031090861,1.0173010403597291e-06
current_implicit_policy,81,137.66612520779933,139.2166668285165,0.03867129634125459,UNBOUNDED,legacy_active_cell_cfl,0.35,2.306185798400979e+19,534043694417.79114,2.3583190805770127e-16,5.75073540095348e-12,1.5505416207171745,2.306185798400979e+19,0,-11768030.418885825,1.0644934618067727,0.6708580156561871,1.0644934618067727,2.651270166137469,2.306185798400979e+19,0.0,False,True,1299,2192,4.1533277422433176e-09,1.8541086480926247e-08,1363,2228,4.622851632022283e-09,1.9692423418274843e-08,1166,1314,3.324564870972915e-09,4.266037227855409e-09,3.571285121193469e-31,4.3179717882889705e-35,4.724027182871601e-10,-11768030.418885825,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990023715486,0.9999990053995913,1.0163391659074844e-06
current_implicit_policy,82,139.2166668285165,140.76663260532862,0.03910184239036906,UNBOUNDED,legacy_active_cell_cfl,0.35,2.305330463990781e+19,600823082448.4688,2.653214623073201e-16,6.469834970550857e-12,1.5499657768121153,2.305330463990781e+19,0,-11768036.250814237,1.0569122448443722,0.6904797923527481,1.0569122448443722,2.6863122626038667,2.305330463990781e+19,0.0,False,True,1300,2194,4.1602840170800886e-09,1.8603246228948337e-08,1359,2225,4.592010217210227e-09,1.9593807323598622e-08,1164,1313,3.3134563734494453e-09,4.258904126533715e-09,3.975808563541111e-31,4.8069763760162934e-35,4.724027182871601e-10,-11768036.250814237,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990060660318,0.9999990057147331,1.0153679330724123e-06
current_implicit_policy,83,140.76663260532862,142.30395026759183,0.03952887507433107,UNBOUNDED,legacy_active_cell_cfl,0.35,2.2865195029352215e+19,674286291772.0784,2.9776256966973674e-16,7.260907841443018e-12,1.5373176622632148,2.2865195029352215e+19,0,-11768042.021615438,1.0558415303198516,0.6850182552817398,1.0558415303198516,2.7186959094223,2.2865195029352215e+19,0.0,False,True,1299,2194,4.1533277422433176e-09,1.8603246228948337e-08,1359,2226,4.592010217210227e-09,1.9626624360273907e-08,1161,1312,3.2968631832417645e-09,4.251782952237442e-09,4.4197270686348735e-31,5.343592270313827e-35,4.724027182871601e-10,-11768042.021615438,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990037318662,0.9999990199271417,1.0148828527608932e-06
current_implicit_policy,84,142.30395026759183,143.8407161350175,0.0399557544819493,UNBOUNDED,legacy_active_cell_cfl,0.35,2.2856998949141217e+19,755626824052.0034,3.336822764849563e-16,8.136805981246953e-12,1.536765867425657,2.2856998949141217e+19,0,-11768047.687439702,1.0630592223454034,0.6849421255836474,1.0630592223454034,2.773069951881065,2.2856998949141217e+19,0.0,False,True,1298,2194,4.146383098766186e-09,1.8603246228948337e-08,1359,2226,4.592010217210227e-09,1.9626624360273907e-08,1158,1311,3.280353088729405e-09,4.244673685023801e-09,4.9020890098264856e-31,5.926667336349051e-35,4.724027182871601e-10,-11768047.687439702,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990014404327,0.9999990057578534,1.0143507913960996e-06
current_implicit_policy,85,143.8407161350175,145.3769363317162,0.04038248231436561,UNBOUNDED,legacy_active_cell_cfl,0.35,2.2848893833358127e+19,845569500997.7102,3.7340066159396475e-16,9.105334477650387e-12,1.5362201966987021,2.2848893833358127e+19,0,-11768053.294384362,1.0778062001068003,0.6898295586708713,1.0778062001068003,2.8285038163901493,2.2848893833358127e+19,0.0,False,True,1296,2194,4.132528628129696e-09,1.8603246228948337e-08,1358,2226,4.584332067114457e-09,1.9626624360273907e-08,1155,1310,3.263925673784154e-09,4.237576304983349e-09,5.4296771538844005e-31,6.564398699251219e-35,4.724027182871601e-10,-11768053.294384362,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990202404057,0.9999990142572313,1.014049512842649e-06
current_implicit_policy,86,145.3769363317162,146.9126169081595,0.04080906025226653,UNBOUNDED,legacy_active_cell_cfl,0.35,2.2840878588205793e+19,944894554163.385,4.1726227263972446e-16,1.0174895087413116e-11,1.5356805764432924,2.2840878588205793e+19,0,-11768058.843077037,1.1003708714912617,0.6897539236194764,1.1003708714912617,2.885018625464353,2.2840878588205793e+19,0.0,False,True,1293,2192,4.111833672217584e-09,1.8541086480926247e-08,1358,2226,4.584332067114457e-09,1.9626624360273907e-08,1152,1309,3.247580524361694e-09,4.230490792239933e-09,6.006020845630126e-31,7.261050399029192e-35,4.724027182871601e-10,-11768058.843077037,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990090795488,0.9999990000176503,1.0139772697309202e-06
current_implicit_policy,87,146.9126169081595,148.43581936838092,0.04123217204677248,UNBOUNDED,legacy_active_cell_cfl,0.35,2.2655296437762118e+19,1053502470135.9098,4.652231648320651e-16,1.134441622161148e-11,1.5232024602214282,2.2655296437762118e+19,0,-11768064.334137784,1.0992504534044156,0.684312959789842,1.0992504534044156,2.9197402565872466,2.2655296437762118e+19,0.0,False,True,1292,2192,4.104958409617818e-09,1.8541086480926247e-08,1358,2227,4.584332067114457e-09,1.9659496361146728e-08,1149,1308,3.2313172284911666e-09,4.223417126950633e-09,6.634866771144712e-31,8.021148964828773e-35,4.724027182871601e-10,-11768064.334137784,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990060678895,0.9999990122496205,1.0141324210414215e-06
current_implicit_policy,88,148.43581936838092,149.95850458107708,0.0416551401614103,UNBOUNDED,legacy_active_cell_cfl,0.35,2.2647613551934886e+19,1173045842280.3457,5.180131178699133e-16,1.2631693478746455e-11,1.5226852126961499,2.2647613551934886e+19,0,-11768069.725906875,1.1067424055242592,0.6842411749353938,1.1067424055242592,2.9780349340580106,2.2647613551934886e+19,0.0,False,True,1291,2192,4.09809464291978e-09,1.8541086480926247e-08,1358,2228,4.584332067114457e-09,1.9692423418274843e-08,1146,1307,3.2151353762647884e-09,4.216355289305708e-09,7.314387033160103e-31,8.842482737384091e-35,4.724027182871601e-10,-11768069.725906875,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990030973205,0.9999990228388241,1.0142374270573879e-06
current_implicit_policy,89,149.95850458107708,151.48067821932284,0.042077966172034124,UNBOUNDED,legacy_active_cell_cfl,0.35,2.2640014930574045e+19,1304467771956.6067,5.7604860215733e-16,1.404688244427638e-11,1.5221736382457665,2.2640014930574045e+19,0,-11768075.062144317,1.0912952855531732,0.6841701774039114,1.0912952855531732,3.037467944270873,2.2640014930574045e+19,0.0,False,True,1293,2195,4.111833672217584e-09,1.8634404206756944e-08,1358,2228,4.584332067114457e-09,1.9692423418274843e-08,1144,1306,3.2043925197554478e-09,4.209305259528542e-09,8.053585290470715e-31,9.735932139431433e-35,4.724027182871601e-10,-11768075.062144317,solver_active_cfl_diagnostics: smallest_contiguous_99.9999_percent_M0_or_M3_support_plus_reachable_faces,"solver_active_cfl_diagnostics: M0_quantile_band_[1e-8,1e-6]_plus_reachable_faces",solver_active_cfl_diagnostics: quantile_tail_characteristic_reaches_Rmin,0.9999990104353618,0.9999990079307697,1.0143497972854424e-06
