snapshot_id,replicate,step,age_h,particle_id,equivalent_radius_nm,per_particle_number_density_weight_m-3
B_step_000000,B,0,6,1,10.88098216120029,6.717298979454201e+19
B_step_000000,B,0,6,2,8.976839376326129,6.717298979454201e+19
B_step_000000,B,0,6,3,10.75139229697556,6.717298979454201e+19
B_step_000000,B,0,6,4,10.10044199203303,6.717298979454201e+19
B_step_000000,B,0,6,5,10.37362008384429,6.717298979454201e+19
B_step_000000,B,0,6,6,9.299771365531827,6.717298979454201e+19
B_step_000000,B,0,6,7,8.793452131478801,6.717298979454201e+19
B_step_000000,B,0,6,8,9.606000699347215,6.717298979454201e+19
B_step_000000,B,0,6,9,9.806340782808764,6.717298979454201e+19
B_step_000000,B,0,6,10,10.78361281268628,6.717298979454201e+19
B_step_000000,B,0,6,11,10.81594894793776,6.717298979454201e+19
B_step_000000,B,0,6,12,8.487007737854597,6.717298979454201e+19
B_step_000000,B,0,6,13,8.613513495498145,6.717298979454201e+19
B_step_000000,B,0,6,14,9.952194980676753,6.717298979454201e+19
B_step_000000,B,0,6,15,8.362113511625997,6.717298979454201e+19
B_step_000000,B,0,6,16,9.922836862353209,6.717298979454201e+19
B_step_000000,B,0,6,17,9.634351177035146,6.717298979454201e+19
B_step_000000,B,0,6,18,9.40995485462893,6.717298979454201e+19
B_step_000000,B,0,6,19,8.588081054163968,6.717298979454201e+19
B_step_000000,B,0,6,20,8.386965325696714,6.717298979454201e+19
B_step_000000,B,0,6,21,10.19057984179335,6.717298979454201e+19
B_step_000000,B,0,6,22,9.327196013560068,6.717298979454201e+19
B_step_000000,B,0,6,23,10.43547844257459,6.717298979454201e+19
B_step_000000,B,0,6,24,9.981649295935014,6.717298979454201e+19
B_step_000000,B,0,6,25,8.871612097066548,6.717298979454201e+19
B_step_000000,B,0,6,26,9.163860394106065,6.717298979454201e+19
B_step_000000,B,0,6,27,10.40449790632879,6.717298979454201e+19
B_step_000000,B,0,6,28,10.31218957637436,6.717298979454201e+19
B_step_000000,B,0,6,29,10.07059695959393,6.717298979454201e+19
B_step_000000,B,0,6,30,9.864400719484784,6.717298979454201e+19
B_step_000000,B,0,6,31,10.22082777813602,6.717298979454201e+19
